age,income,loan_amount,credit_history_length,num_existing_loans,default
61,20378,34584,20,0,0
29,90660,13811,0,4,0
45,97780,18444,17,1,0
18,24269,26850,7,1,1
63,99246,26532,7,4,0
50,32097,39887,20,0,1
68,119285,13808,27,4,1
48,115728,12687,18,3,1
50,122118,32143,0,4,1
36,127692,15504,12,2,0
43,44382,36716,22,2,1
47,59084,30128,16,4,1
51,94305,13689,25,3,1
44,91825,12928,1,1,0
56,103825,10161,28,3,0
44,24090,6983,24,4,1
38,24585,9485,4,2,1
36,83994,17318,16,4,1
26,100292,41907,16,3,1
41,57653,5698,17,1,0
34,87291,12310,25,4,1
40,31376,41083,24,3,1
27,60019,28184,14,4,1
39,119115,35712,15,1,1
68,128901,49014,22,2,0
42,142492,28889,15,3,1
34,73357,28178,24,1,0
63,123299,38025,3,4,1
47,109476,40323,7,1,0
53,128453,17126,0,1,0
47,80801,12264,6,4,0
26,34945,16084,11,3,1
33,22773,11579,1,2,1
59,117932,23866,10,1,1
66,64905,25458,5,0,0
19,147480,18061,26,1,0
22,83801,21856,14,2,0
23,65991,12479,20,0,0
18,138124,19958,3,3,1
64,114501,10294,6,4,0
62,118117,22824,5,3,1
55,100434,22657,27,0,0
47,108883,44057,23,3,1
38,98223,33088,23,3,1
56,56788,6643,5,2,1
64,80988,26157,1,2,1
67,133827,39687,26,0,0
26,133962,22540,20,4,0
23,132325,41098,17,2,1
51,71591,34996,5,1,1
47,87446,20738,3,3,0
63,110642,32550,19,1,1
59,70510,49945,0,4,1
24,50179,45930,22,4,1
46,58825,28506,14,4,1
28,100318,32680,7,4,1
43,139579,40622,11,3,1
46,76850,45709,21,3,1
59,64497,46436,17,4,1
65,65759,5318,8,4,1
56,113845,21412,19,3,1
18,96701,31541,29,3,0
47,26736,49842,28,3,1
51,71442,32927,6,4,1
43,36807,42938,7,4,1
53,101981,28844,8,0,0
29,105465,5473,2,2,1
39,91406,5711,28,0,0
30,93777,21036,0,2,1
35,140659,10335,16,2,0
54,129925,12708,26,3,0
52,75026,26561,23,2,0
44,75941,25430,25,3,0
29,58623,34859,4,3,1
32,41023,36371,1,0,0
33,90002,42950,0,0,1
61,100011,43138,10,4,0
20,140135,34994,12,3,1
29,98186,37182,13,2,1
69,128805,11747,0,3,1
64,49401,31749,17,1,0
39,126237,43672,6,0,1
23,134622,14633,8,1,1
36,141122,30321,12,0,0
20,114757,16382,21,0,0
65,34498,34977,3,1,1
40,145737,25727,14,1,0
53,95604,21427,0,2,1
50,48015,47589,2,0,1
54,94689,10818,19,1,1
23,139971,26378,25,0,0
23,25440,9909,20,1,1
45,38257,37740,22,4,1
60,133138,11119,6,1,0
60,50151,13337,2,1,1
64,60502,23308,2,1,0
19,23514,18520,12,0,0
46,62093,17911,23,2,1
48,32029,5945,29,3,0
30,115109,13048,5,2,1
37,140981,20412,11,0,0
43,85774,38412,19,3,0
59,34096,19335,1,4,1
38,54326,7713,24,4,1
64,67115,15598,12,3,1
53,62493,45816,16,4,1
62,147087,11533,24,2,1
36,54686,45427,19,0,1
68,46722,11425,5,2,0
58,38990,45247,24,2,1
58,118138,39734,17,4,0
68,43313,34100,3,4,0
29,42283,29749,13,0,1
46,132859,18306,8,2,1
22,52668,12835,12,1,0
21,53507,43989,18,0,1
49,133542,14879,29,1,0
37,110056,29417,4,3,1
57,65175,25330,1,1,1
38,111967,27494,14,1,0
55,47978,37876,11,3,1
42,110594,33430,25,3,1
67,117662,18038,23,0,0
67,31069,6035,11,2,0
32,134583,22723,29,0,0
49,133271,20232,9,0,0
53,50819,39921,27,4,1
43,95730,11742,27,1,0
41,96442,13340,13,0,0
59,69064,42720,29,1,0
32,42000,15540,17,2,0
51,54361,24217,20,2,0
45,107415,32380,4,4,1
53,118130,19394,24,1,0
61,143315,45695,13,3,1
59,84785,32146,0,0,0
22,58985,22412,9,0,1
41,85255,22195,16,4,1
63,26871,45422,8,0,1
61,31149,22511,27,4,1
57,78100,30865,15,0,0
24,111836,32973,29,4,1
27,38082,37822,23,4,1
38,91190,15259,11,3,1
60,64058,27821,25,4,1
45,118195,47209,7,2,1
66,138013,32367,25,1,1
52,75794,10514,13,3,1
34,76129,26559,16,4,1
27,108810,28741,17,1,0
27,147911,23365,24,2,0
68,58483,24619,4,2,1
24,67930,27164,16,3,1
54,103823,44674,22,0,0
60,65099,48556,0,0,1
64,43046,6758,25,2,0
28,30447,11540,14,1,1
38,20260,27980,23,4,1
58,87536,20392,26,3,0
24,113831,8532,29,4,1
22,112064,10217,6,4,1
31,137020,18533,21,2,0
30,47769,24283,28,1,1
43,71477,29455,27,3,1
50,27260,42858,5,2,1
60,129696,48491,2,3,0
50,57062,11338,15,0,1
64,53267,14089,26,1,1
29,124753,19681,26,3,1
20,92697,41310,10,1,1
59,21296,22508,15,2,1
31,116199,21049,24,0,0
40,25800,43931,16,3,1
67,49583,35010,13,0,1
26,79660,8419,23,4,0
62,92716,41848,19,0,0
20,141388,46638,6,4,0
38,132532,9681,1,1,1
34,34820,17873,17,2,1
54,135118,49069,5,0,0
48,82848,48257,15,2,0
50,89824,24537,13,2,0
19,87074,19620,9,3,1
57,110233,33735,2,2,1
66,70646,33656,8,1,1
38,133271,32795,22,4,0
33,112271,14078,17,3,1
53,51514,10293,22,2,0
49,70750,40512,8,4,1
22,124139,48884,8,3,1
29,47000,7497,9,3,1
57,61950,18298,13,1,0
31,139281,37435,13,3,0
59,83500,27296,15,0,0
21,96421,10166,26,3,0
18,57888,28211,17,0,0
33,31104,19260,5,0,0
49,83883,36719,0,0,0
42,113807,5358,16,2,1
35,26914,19586,13,4,1
57,80218,36433,17,0,0
24,95128,30355,8,0,0
31,146041,29691,1,1,1
67,134950,17564,0,3,0
54,69368,39400,11,4,1
21,106253,47919,2,1,0
38,41998,20877,25,2,1
27,89614,23731,19,0,1
42,87498,37930,22,1,1
38,134204,49749,3,0,1
66,88564,5891,4,2,1
63,114649,13902,24,0,0
32,82432,9557,0,4,0
26,128194,13345,8,4,0
24,143415,5810,13,2,1
36,81739,40424,16,3,1
50,135463,31653,12,1,1
53,134124,7463,26,1,0
26,59171,12126,13,0,1
34,122993,29466,24,0,0
50,133134,13116,17,2,0
24,59056,19313,10,3,1
59,110704,5220,6,4,1
35,106392,46411,13,1,0
41,146156,33554,1,0,0
50,20878,47150,3,1,1
22,127027,44446,11,0,0
64,113524,31957,9,2,0
51,25508,45497,22,0,1
50,148870,37309,16,2,1
34,113927,34771,0,2,1
53,22141,23391,28,3,1
25,55900,48283,10,0,1
19,36949,25295,5,3,0
49,95730,17407,9,4,1
37,111503,27410,19,0,1
56,97891,46365,27,0,1
24,31772,29550,14,4,1
23,135116,35287,10,4,1
24,100634,5309,22,0,0
32,102125,11468,15,1,0
69,138033,16257,2,2,1
40,126104,38359,8,1,1
20,148832,6897,5,4,1
61,133105,39248,4,4,1
66,72145,14970,19,4,1
64,43251,24610,6,3,1
43,142850,26675,11,0,1
55,105613,41103,3,0,0
59,29236,11783,15,0,0
46,83413,15254,25,0,0
66,148144,32403,6,1,0
25,62274,37787,21,2,1
44,74205,6550,26,4,1
67,140519,29536,12,1,0
28,118841,35990,20,1,0
63,129693,37846,3,0,0
68,128283,36124,15,1,1
69,48470,5684,18,2,1
24,58863,9250,5,4,1
54,39634,8749,28,3,0
59,27531,49033,23,1,1
64,30273,49141,22,3,1
57,59469,34637,12,4,1
20,37470,23790,23,3,1
20,41223,39185,11,1,1
39,68115,33552,25,4,1
38,28256,38692,21,1,1
18,100559,32300,2,2,1
21,105469,33715,6,4,1
28,126903,13750,24,4,0
20,30664,9626,10,0,1
55,52654,13797,15,4,1
38,117604,40660,14,3,1
44,123835,45423,17,3,1
29,103701,26275,29,1,1
59,142133,19608,1,1,1
27,95125,13508,6,0,1
24,125407,13290,13,2,0
55,46392,44032,14,3,1
59,95359,26207,17,0,1
68,54523,38261,2,3,1
37,77342,44082,10,1,1
20,72096,24408,24,1,0
18,56210,31624,7,3,1
67,125343,8546,8,4,1
27,37403,36635,8,4,1
23,118644,36858,23,2,0
40,100263,37891,3,0,0
51,23309,45355,16,1,1
53,121939,23645,27,0,0
63,99194,26544,10,0,1
31,85707,35471,9,1,1
51,135669,46757,9,2,0
24,59733,18471,0,0,0
61,53933,19856,3,0,1
56,133536,15626,16,4,1
41,54948,12624,3,0,1
46,143576,8506,7,2,1
60,144611,12435,27,2,0
39,43613,25941,7,0,1
67,77824,18339,11,0,0
37,112378,20614,1,1,1
59,63053,24619,2,1,0
69,73846,14543,5,2,0
68,110874,32612,19,4,1
34,84023,24068,23,4,1
27,134653,30455,10,2,1
22,128107,15929,16,1,1
58,44766,27023,26,4,1
37,121576,32910,17,3,0
66,66421,29490,5,1,0
55,40477,27164,19,1,1
55,111788,31816,2,0,1
22,134378,45083,20,4,0
42,71753,46366,13,0,0
31,87520,37452,29,4,1
26,68501,28032,19,1,0
63,34361,19215,11,1,0
20,56069,12535,0,4,1
27,100175,13176,13,1,1
26,36999,8659,21,4,1
65,143333,11732,8,1,1
40,99608,22249,1,1,1
29,129267,10295,9,4,1
43,137777,24960,13,2,1
49,47513,33484,17,1,0
43,44560,6781,28,0,0
20,82311,40684,9,2,1
45,22944,34224,22,1,1
60,32217,14358,5,3,1
41,42851,37990,8,2,1
30,136376,30107,9,1,1
20,57877,35503,19,1,0
39,133555,35562,5,0,0
30,50693,32041,0,4,1
50,127349,18512,26,2,1
43,118171,34608,18,0,0
32,78380,8163,2,1,1
29,45965,13390,0,0,0
21,104056,28372,24,1,0
48,143814,34248,18,3,0
51,106321,7659,17,1,0
24,115124,48357,25,2,1
35,57347,49496,14,0,0
38,94157,47830,5,4,0
54,31902,36233,22,3,1
63,89117,48035,5,1,0
39,107590,13135,28,0,0
48,84740,49451,4,1,1
24,58411,19147,7,2,0
23,49199,39307,0,0,1
68,33326,38558,3,0,1
63,79661,9874,24,4,1
69,139569,14106,2,1,1
28,75892,9469,24,2,0
61,33128,19032,12,2,1
52,99911,23116,6,2,1
50,144100,10048,17,1,1
29,121131,25971,4,3,1
56,21503,5367,9,3,0
41,34029,23018,0,3,1
30,99717,16571,9,3,1
24,46078,40699,20,4,1
29,78642,40368,15,4,1
57,130118,25643,13,0,0
33,148515,33504,3,4,1
29,40976,49207,24,0,1
32,89408,7420,26,3,0
64,90256,5067,18,2,1
29,25921,40989,11,1,1
30,109799,28196,28,2,1
60,32592,27489,11,0,0
53,133573,49971,21,4,0
43,42902,17003,29,1,0
57,145428,46400,23,0,0
29,57184,35961,4,3,1
36,23447,14422,26,0,0
34,109156,46025,4,0,0
65,88792,39189,26,0,0
32,100505,36263,29,1,0
69,133742,48326,18,0,0
25,72205,19811,12,3,1
31,83100,44681,20,4,1
39,35073,36654,14,0,0
21,90196,28953,25,2,1
63,59173,23106,15,1,1
29,39502,20334,20,0,1
26,136711,11167,12,0,0
42,124163,40713,29,3,0
55,52826,20967,23,4,1
59,138583,11571,12,3,1
58,47995,49120,18,4,1
31,129180,14175,7,2,0
64,92547,16444,18,3,1
33,106203,37560,2,3,0
60,48358,37028,12,2,1
54,49738,40618,13,2,0
34,108137,10156,13,0,0
67,60112,40167,7,3,1
19,59678,33821,16,0,1
21,124979,16644,18,4,1
59,21664,8392,10,1,1
35,90121,16079,3,0,0
62,121914,28185,5,2,1
53,142852,43733,22,3,0
29,56266,21093,4,0,1
23,37903,18611,10,4,1
26,126434,8451,15,2,1
34,101359,49219,6,1,1
36,86056,36590,26,2,0
26,119340,14556,12,1,0
24,93662,25941,3,1,0
54,130524,22806,24,4,1
59,142133,30447,10,0,1
25,138876,29393,23,2,0
35,57707,12994,1,4,0
69,120779,46828,29,4,1
67,135506,15757,16,1,0
43,90315,33414,27,3,0
44,20266,18728,9,0,1
49,131340,10803,28,3,0
36,133745,11993,16,1,0
31,136934,13757,7,3,1
38,96404,9746,7,2,1
60,86376,10032,24,2,0
21,97875,45909,29,4,1
39,121851,37875,27,2,1
68,72134,28340,22,3,1
49,83163,44733,1,4,1
57,104641,28288,15,0,0
65,27872,43781,23,2,0
21,46556,32908,17,2,1
36,93006,34827,23,3,0
62,132346,5974,27,4,0
32,149117,31668,8,2,1
41,141831,30553,26,2,0
69,73763,33987,2,3,1
23,27140,48665,20,0,1
24,129820,18327,14,4,1
40,110316,41644,23,3,0
24,139644,37611,21,0,0
40,148237,18842,9,1,1
39,33221,10394,18,1,1
39,53510,6807,28,3,1
49,97160,23061,15,2,1
32,56854,18446,15,1,0
39,25016,45230,25,1,1
47,143793,28024,4,0,1
21,52276,34653,17,1,0
23,40144,7778,19,3,1
48,129995,45986,14,3,1
48,41327,13205,22,2,0
60,66257,34476,20,0,0
65,37439,9687,18,1,1
54,66767,46921,16,2,1
66,59348,48351,27,4,1
64,148519,22426,27,0,0
27,89642,37179,23,4,1
63,96838,10699,10,3,1
58,105550,24835,29,0,0
61,121985,11702,12,0,0
49,147261,31896,17,0,1
39,89484,22533,19,2,1
61,64557,30038,15,2,1
29,48143,13035,26,3,1
31,30080,35890,27,1,0
61,28357,39089,7,4,1
57,94751,7174,8,2,1
50,121442,28068,29,0,0
55,64694,46909,1,3,1
64,29831,6998,2,0,1
24,138692,33544,15,0,0
66,114546,14746,11,1,1
47,54464,18449,10,3,0
65,125027,25232,18,4,0
63,86999,43945,0,1,1
45,54857,39648,25,4,1
55,140894,49229,3,1,0
42,149972,6965,26,4,1
52,121860,23256,9,3,1
20,105207,36062,14,2,1
46,29535,15493,17,1,1
49,100389,25298,8,0,0
57,125995,41430,16,4,1
40,106605,29314,29,1,0
52,55464,17581,18,1,0
38,144450,40425,15,0,1
69,132449,8398,6,0,0
20,139686,26618,8,2,0
42,81518,43151,15,4,1
69,121964,47604,28,3,0
50,56138,36384,21,3,1
39,40027,17343,2,1,0
29,23700,37277,26,0,1
62,101298,13044,20,2,0
52,40746,13539,5,2,0
56,137270,21314,8,3,1
32,36116,7903,4,4,1
40,22075,43841,8,1,1
58,88023,7382,26,4,0
45,22192,28769,29,2,1
50,143966,30840,22,2,1
57,132006,32142,17,1,1
31,29172,9962,18,0,0
59,71621,45728,25,4,1
58,134732,21456,16,4,0
21,35016,27732,24,1,0
68,143223,27612,11,0,0
28,26029,47658,23,0,1
60,71192,23461,22,0,0
50,95187,17257,16,2,1
20,143953,27258,1,3,1
49,54542,39868,28,4,1
66,65109,42171,19,4,0
38,20566,44842,0,2,1
45,131355,31781,7,3,1
39,118337,8856,25,2,1
41,128615,47274,19,0,1
36,52385,9185,1,0,0
56,30830,26740,7,2,1
61,95717,14383,5,4,1
56,21054,36321,8,2,1
35,80039,24916,19,4,1
27,93078,28613,18,1,1
61,58258,6064,13,0,0
38,106455,16950,9,4,0
47,129256,13569,23,2,0
31,142836,20585,21,2,0
62,72893,24384,28,3,0
36,63898,39987,22,1,1
67,144280,46653,23,4,0
40,71177,21269,9,2,0
33,93758,12956,17,3,0
67,93582,14353,28,2,0
28,64958,8949,15,2,0
51,144058,11196,22,3,1
33,32032,24045,26,4,1
62,58526,9901,24,3,0
57,51720,5320,8,0,1
31,71100,21060,17,1,0
57,94218,41696,22,2,0
45,27058,16489,9,1,1
64,135113,15663,24,2,1
64,28173,49401,13,0,1
60,67317,44572,1,3,1
26,28134,37182,7,3,1
30,30420,33223,4,4,1
69,56558,7026,13,2,1
50,76868,31323,4,4,1
22,141121,48313,27,4,1
43,31255,8483,18,0,0
49,90823,39201,8,2,1
50,116261,21006,27,3,0
69,93047,33813,8,4,0
45,39076,26334,4,1,1
24,112853,23690,5,2,0
69,22574,33491,2,3,1
55,58984,26517,2,1,0
34,125274,11336,14,3,1
60,118411,31871,14,2,0
34,146178,30467,16,3,0
45,141106,43294,15,1,1
64,57766,20208,28,0,1
61,111918,25647,23,4,1
62,62353,6885,21,2,0
40,61289,41503,26,0,0
30,25984,13068,22,4,0
53,112945,9581,21,3,1
43,76307,5274,20,1,0
49,51042,20943,15,4,0
27,118276,9358,23,2,0
46,90656,35963,5,2,1
44,67856,43229,16,4,1
35,136700,14075,2,0,1
63,60016,17640,5,1,0
44,54624,22564,24,2,0
37,82820,21809,14,3,1
42,71886,44204,13,3,1
33,45116,30180,20,1,0
49,61736,25630,11,4,1
26,100489,42589,0,3,1
24,116970,17557,2,3,1
45,41270,29784,4,4,1
37,43915,36809,16,0,1
35,143381,44093,9,3,0
48,145991,26524,21,1,0
53,106034,41791,9,0,1
61,43363,47680,12,1,1
46,83575,20690,16,4,1
45,60504,42795,21,0,0
56,133505,46690,15,4,1
34,111437,39100,19,4,1
20,26121,38808,0,2,1
50,93037,49819,25,1,0
39,138232,8712,5,3,1
69,27536,49462,5,3,1
49,28041,6804,10,1,1
51,84742,32204,9,4,0
51,66790,22465,10,4,1
21,105784,15714,25,2,0
65,115603,34858,0,0,0
41,53897,49877,6,1,1
26,93507,42464,9,2,1
18,60217,39489,1,3,1
64,125076,33080,29,2,1
25,42863,26236,17,1,0
66,70572,18051,26,3,0
65,72916,20480,9,2,0
26,86640,18564,1,1,1
33,86057,19112,29,0,1
60,83502,40503,7,0,0
59,120084,8918,17,3,0
28,143549,42955,15,3,1
59,36856,26276,6,0,1
65,24573,42946,25,4,1
44,128548,38865,24,2,1
30,146175,14780,24,1,0
69,32563,35255,28,2,1
26,112085,18496,10,2,1
41,32668,37438,19,4,1
38,105505,19899,22,1,0
54,75317,44691,11,0,0
62,119779,7061,2,3,1
40,143887,5400,24,1,0
19,123308,31942,19,1,0
58,30851,14609,24,4,1
42,102203,15971,7,2,1
30,26113,9208,20,1,1
41,119640,10819,8,4,1
57,121849,44941,18,2,0
58,109511,14539,19,4,1
68,146964,42747,25,3,0
29,134652,7994,27,1,1
38,34185,35007,15,3,1
35,82281,28928,19,0,0
41,53979,9808,7,2,1
23,24171,28000,3,3,1
65,125391,38252,2,4,1
53,39453,10336,15,2,1
41,58017,16369,23,2,1
56,143016,16272,16,0,1
62,108602,17559,17,0,0
58,57873,10789,16,2,0
67,100463,37870,5,2,0
54,30778,36074,11,4,1
48,137666,19249,0,3,1
23,47766,19160,16,3,1
44,37795,27467,24,3,1
20,113980,33844,23,0,1
42,104332,31628,19,3,0
31,66451,27436,14,0,0
18,23330,41782,10,2,1
69,21519,17787,15,4,1
52,68211,35530,8,0,0
64,53963,34006,6,0,0
63,129774,7148,24,3,0
50,81314,42437,13,0,0
49,37760,39560,12,2,1
41,103536,45641,26,3,0
27,144057,28996,4,2,0
51,28836,38666,12,1,1
36,50528,7322,1,4,1
29,93885,38795,12,3,1
26,65822,10839,29,1,1
23,113467,26987,26,2,0
18,78871,7251,0,4,1
40,126603,26967,25,4,1
37,128398,37370,0,1,1
41,101505,16684,16,2,0
37,109993,18936,12,0,1
32,134092,29540,23,4,0
26,95337,26062,21,0,0
63,63248,5046,28,3,1
47,26198,17224,24,1,1
36,53614,42648,12,1,1
66,100141,34002,21,3,0
39,21389,9449,25,0,0
50,72794,9422,21,2,0
34,68259,21873,8,3,0
28,104003,14104,7,2,0
28,58597,16637,15,0,0
20,41748,9617,23,4,1
52,138079,45217,0,4,1
46,69095,11198,2,2,1
29,38943,34625,3,3,1
32,140461,20012,7,0,0
53,30036,22131,0,0,1
18,131316,25393,14,3,1
42,123961,48006,10,4,1
45,132121,39890,27,1,0
60,20466,39058,15,1,1
46,145377,29080,19,0,1
59,57759,10507,5,2,1
23,96256,24506,22,2,0
25,112776,42859,21,1,1
67,30983,40096,21,2,1
52,21670,17338,19,0,0
20,82857,48170,6,1,1
33,92379,47498,26,4,0
65,35548,43106,21,4,1
30,97088,41487,22,0,0
28,66565,14510,8,0,1
32,60505,6645,12,1,0
58,139606,38949,29,3,0
43,92869,20248,6,2,0
61,60666,18000,3,1,0
68,43974,30448,16,2,0
34,22297,17237,3,2,1
29,68810,15437,23,0,0
41,138438,6925,21,2,0
38,125075,34417,21,0,0
31,45151,40302,2,2,0
46,82171,8620,1,3,1
33,113132,25740,25,4,1
24,57751,24571,4,1,1
46,104320,29209,17,2,1
63,133799,13954,23,1,0
45,55642,36999,23,0,0
51,20250,35377,6,0,1
25,136862,37316,7,4,1
50,108924,31212,18,2,0
20,102726,45943,21,2,1
63,125995,20750,5,0,1
41,71899,5538,10,2,0
25,147936,38165,13,2,1
65,111509,40781,23,4,0
45,76620,8439,13,2,0
57,68996,16212,5,4,0
31,118807,26954,9,1,0
69,98253,25945,12,4,1
37,126319,27916,17,0,1
68,24567,46440,23,3,1
53,39179,8662,5,1,1
60,149700,48072,25,4,0
62,95675,6537,10,2,0
45,136241,44785,15,2,1
41,107557,6489,2,0,1
62,122864,7871,4,4,1
35,135619,9637,27,4,0
35,79346,12637,13,3,1
53,86282,49968,8,0,1
27,141939,10382,9,1,0
43,43676,42816,2,4,1
64,125354,13395,7,3,0
51,131606,46458,9,0,0
60,38439,28189,1,1,1
49,135240,22005,0,3,1
35,108189,20670,0,3,1
18,77722,42510,19,4,1
27,51053,9575,2,4,1
39,36172,22262,27,1,1
36,101928,25492,11,1,1
20,71281,5534,6,1,0
42,42568,19851,8,0,1
61,79384,14224,15,3,0
27,110194,48710,5,3,1
19,27043,49149,29,0,1
46,51341,48068,25,1,0
22,138971,11958,23,2,0
47,59128,46832,9,3,1
50,126149,12596,18,3,1
61,55329,44590,5,2,1
30,54533,16354,10,2,1
30,107095,43635,4,3,1
67,69123,12570,22,3,1
58,28898,33260,5,3,1
67,27112,20485,21,4,1
60,61973,18822,29,4,0
30,89774,39250,18,4,0
69,45636,16405,17,2,0
57,54200,16659,16,0,0
35,45403,10941,6,3,1
22,141076,31476,6,3,0
34,83632,6327,7,0,0
53,75212,7776,16,0,0
41,118694,15091,25,3,0
54,56754,46442,11,4,1
30,132402,26985,13,3,1
44,95078,33292,14,1,0
32,39335,35197,10,2,1
69,41354,19427,27,0,0
42,116661,39074,8,1,1
19,81952,14379,3,2,1
63,141047,25616,4,4,0
18,143525,34226,24,4,1
52,132832,9090,27,3,0
51,103937,33287,13,2,0
19,116199,26482,25,0,0
42,132086,22060,3,2,0
63,31435,32475,9,1,1
60,21968,15800,18,2,1
54,93149,46742,28,3,0
56,144740,36204,3,0,0
31,54092,27989,2,3,1
27,144033,27226,29,4,0
40,88466,33528,28,1,0
27,114709,23442,29,2,0
32,28442,5050,13,2,1
20,99102,21551,12,4,0
66,69653,5292,22,0,0
18,22978,33541,4,2,1
40,96339,8159,3,2,0
56,74681,36481,4,2,1
26,115154,23653,8,0,0
54,93151,47804,14,3,1
41,136061,8812,18,4,1
41,132174,37257,17,0,0
21,140593,32424,13,3,1
69,54810,37252,2,2,1
60,107322,42475,5,4,1
48,76005,26961,14,1,0
49,145087,45041,26,3,1
21,118390,28897,3,1,0
47,20422,21151,7,1,1
28,87135,7932,6,0,0
33,67580,34381,25,3,1
30,144506,34895,0,1,1
35,122186,10411,7,1,0
37,28202,46744,22,4,1
59,26064,11232,27,3,1
24,27583,11444,1,4,1
31,39722,34985,25,3,1
37,106867,43238,14,3,0
28,104222,16043,10,2,1
19,63819,28774,3,0,1
44,103497,25823,27,2,0
42,61374,40414,19,3,1
61,119106,47942,26,1,0
24,25459,46944,8,3,1
58,25652,7022,25,2,0
67,56587,36664,3,4,1
50,76595,18720,19,2,0
62,141927,37147,16,2,1
57,92262,30531,5,3,1
24,48237,6021,2,4,1
45,69642,15702,11,0,0
40,52479,32184,18,4,1
21,118243,17074,5,0,0
55,111891,37211,29,3,0
44,141510,47787,25,0,1
34,52263,38640,27,3,1
54,126120,47517,25,1,0
44,134480,8142,19,3,1
39,21456,13811,29,2,1
51,123177,9262,6,1,0
64,57315,18205,6,3,0
24,130892,22417,27,0,0
19,94125,31324,24,0,1
58,148041,26724,6,1,0
41,21417,31399,28,0,1
42,88365,9419,14,3,0
38,124435,31013,15,0,1
40,124252,43316,18,0,0
24,86343,45937,6,2,1
63,60224,31300,11,4,1
46,91596,7690,29,1,0
65,79058,45554,4,2,1
22,77494,41229,8,3,1
26,38625,20395,18,3,1
50,130123,18716,1,2,0
61,98279,42005,25,4,1
47,123988,32272,9,3,1
24,88720,47436,10,3,1
61,75018,44545,1,0,1
53,87825,6833,21,2,0
19,52672,33718,1,4,1
19,102826,27995,23,4,1
67,74653,41232,0,1,1
34,70503,10950,25,3,0
19,21468,36396,5,0,1
54,30250,29022,26,4,0
29,140507,45266,1,0,0
24,24649,15895,10,4,1
21,42853,5951,16,4,1
54,115356,15328,29,0,0
41,108651,46607,4,4,0
29,72730,15156,17,3,0
34,113905,42253,24,4,1
36,78893,26910,28,0,0
50,128109,35668,9,1,0
54,87267,24900,23,1,0
60,120633,47985,6,0,0
40,33824,15450,11,0,0
31,137618,25747,21,0,0
54,143089,30193,23,3,1
33,26922,10218,18,3,0
56,71302,29176,16,4,1
62,113113,31128,4,1,1
63,48868,40833,23,3,1
60,62227,42431,10,4,1
57,74651,21550,2,0,1
28,94116,47737,19,2,0
56,69580,5770,27,0,0
33,141367,17372,6,1,0
65,25550,49106,8,1,1
57,36473,27827,2,3,1
45,90670,26740,0,0,1
36,101639,6412,10,4,0
31,38756,42168,6,3,1
68,137719,42689,14,4,0
37,41115,46197,26,4,0
31,49895,29927,12,4,1
27,20957,26747,21,2,1
61,137845,37694,26,2,1
67,131502,20301,22,1,0
63,112355,34949,10,0,1
18,69841,42917,26,3,1
63,129825,47549,17,1,1
28,95831,46742,7,2,1
57,42984,22539,7,0,1
31,63308,33193,16,1,0
26,56982,19230,15,2,1
52,129633,33131,22,2,1
66,106940,15204,26,1,0
18,28356,26083,10,3,1
27,123393,36062,1,2,1
61,133619,22873,28,1,0
49,119245,33776,14,4,0
37,50642,31034,6,4,1
43,40922,6376,21,3,0
20,35385,31165,1,4,1
43,22472,26962,10,1,1
40,141052,30935,11,2,1
27,48928,49617,14,0,1
25,125470,45394,24,1,1
60,57006,37787,18,3,1
38,55979,12174,18,4,1
59,56324,37955,29,1,1
47,80620,48488,1,2,1
46,113922,45339,24,2,0
29,50948,20743,17,0,1
56,108995,30685,10,1,0
62,64114,46468,6,1,0
37,78408,38162,21,0,1
21,47812,10109,25,4,0
46,103427,8576,1,4,1
69,36444,22485,1,2,1
33,74055,44301,28,3,0
25,48785,10104,2,1,0
47,91211,9416,16,4,1
43,109173,25966,7,3,1
51,129922,31432,20,0,0
55,88515,14731,28,1,1
61,72733,22528,14,1,1
66,149833,19668,22,1,0
28,73948,31504,17,0,1
69,61847,43383,15,3,1
52,94124,40082,0,4,1
63,114767,18152,27,0,1
26,61692,34435,22,0,1
51,20375,39719,2,3,1
35,106999,41815,29,4,1
58,80296,24697,0,0,0
57,25010,13858,6,1,1
30,47466,38243,25,4,1
61,20135,36519,19,0,1
61,79509,46536,26,0,0
37,102311,27792,5,3,1
56,23457,20007,7,0,1
32,51806,38621,5,4,1
39,90674,41510,18,1,1
65,118397,16468,8,2,0
64,136924,19820,21,0,0
69,113777,11903,7,4,1
53,39123,18562,0,2,1
42,48334,25573,21,3,1
52,102000,44002,24,2,1
18,50421,40054,12,4,1
40,28476,14016,10,2,1
45,140733,21476,4,2,1
50,121158,23969,21,1,1
18,123091,48122,0,4,1
64,47026,28058,9,0,1
63,139533,39593,25,2,0
26,106686,7660,0,2,1
46,47958,43131,13,4,1
27,44581,41261,16,3,1
59,131313,29538,12,3,0
56,93930,24968,11,4,1
68,146898,7505,14,2,0
53,27871,30294,19,1,1
66,103182,42164,3,2,1
23,124833,42268,23,2,1
54,135167,27103,24,0,0
60,48279,43122,29,2,1
29,148070,31308,18,0,0
47,56730,34383,14,2,0
30,124282,15859,23,1,1
49,129396,12346,26,1,0
48,39119,16092,24,3,1
24,93541,19775,28,0,0
61,63214,39167,22,3,1
27,145239,8610,19,4,0
45,21228,49229,22,0,1
47,70192,32933,17,0,0
35,115324,5887,22,2,1
48,78176,34205,25,2,0
